data,dia_semana,numero_dia_semana,origem,familia_caixa,modelo_caixa,quantidade_caixas,registros_origem
2023-01-02,segunda-feira,0,F. TAQUARIVAI,IFCO,6416,537.0,5
2023-01-02,segunda-feira,0,F. TAQUARIVAI,IFCO,6424,320.0,1
2023-01-02,segunda-feira,0,TREB. CEAGESP,IFCO,6424,5.0,1
2023-01-02,segunda-feira,0,TREB. MINAS,IFCO,6416,1147.6666666666665,60
2023-01-02,segunda-feira,0,TREB. MINAS,IFCO,6424,74.0,54
2023-01-02,segunda-feira,0,TREB. MINAS,IFCO,NAO_INFORMADO,16.0,1
2023-01-03,terça-feira,1,F. TAQUARIVAI,HB,623,580.0,2
2023-01-03,terça-feira,1,F. TAQUARIVAI,IFCO,6416,628.0,5
2023-01-03,terça-feira,1,F. TAQUARIVAI,IFCO,6424,560.0,2
2023-01-03,terça-feira,1,PH UBAJARA,IFCO,6416,978.0,77
2023-01-03,terça-feira,1,PH UBAJARA,IFCO,6424,260.0,20
2023-01-03,terça-feira,1,PH UBAJARA,IFCO,NAO_INFORMADO,26.0,1
2023-01-03,terça-feira,1,TREB. MINAS,HB,NAO_INFORMADO,444.0,1
2023-01-03,terça-feira,1,TREB. MINAS,IFCO,6416,425.0,20
2023-01-03,terça-feira,1,TREB. MINAS,IFCO,6424,1.0,1
2023-01-03,terça-feira,1,TREB. MINAS,IFCO,NAO_INFORMADO,10.0,1
2023-01-04,quarta-feira,2,F. TAQUARIVAI,IFCO,6416,474.0,5
2023-01-04,quarta-feira,2,F. TAQUARIVAI,IFCO,6424,960.0,2
2023-01-04,quarta-feira,2,PH CORUMBA (PF),IFCO,6416,10.0,1
2023-01-04,quarta-feira,2,PH CORUMBA (PF),IFCO,6424,83.0,31
2023-01-04,quarta-feira,2,PH UBAJARA,IFCO,6416,682.0,72
2023-01-04,quarta-feira,2,PH UBAJARA,IFCO,6424,242.0,9
2023-01-04,quarta-feira,2,TREB. MINAS,HB,623,500.0,1
2023-01-04,quarta-feira,2,TREB. MINAS,HB,NAO_INFORMADO,719.0,22
2023-01-04,quarta-feira,2,TREB. MINAS,IFCO,6416,1563.0,117
2023-01-04,quarta-feira,2,TREB. MINAS,IFCO,6424,163.0,32
2023-01-04,quarta-feira,2,TREB. MINAS,IFCO,NAO_INFORMADO,18.0,1
2023-01-05,quinta-feira,3,F. TAQUARIVAI,IFCO,6424,320.0,1
2023-01-05,quinta-feira,3,PH CORUMBA (PF),IFCO,6416,11.0,2
2023-01-05,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,1.0,1
2023-01-05,quinta-feira,3,PH UBAJARA,IFCO,6416,88.0,23
2023-01-05,quinta-feira,3,PH UBAJARA,IFCO,6424,25.0,10
2023-01-05,quinta-feira,3,TREB. MINAS,HB,NAO_INFORMADO,281.0,20
2023-01-05,quinta-feira,3,TREB. MINAS,IFCO,6416,507.0,19
2023-01-05,quinta-feira,3,TREB. MINAS,IFCO,6424,2.0,1
2023-01-05,quinta-feira,3,TREB. MINAS,IFCO,NAO_INFORMADO,10.0,1
2023-01-06,sexta-feira,4,F. TAQUARIVAI,IFCO,6416,831.0,4
2023-01-06,sexta-feira,4,F. TAQUARIVAI,IFCO,6424,260.0,3
2023-01-06,sexta-feira,4,TREB. MINAS,IFCO,6416,818.0,54
2023-01-06,sexta-feira,4,TREB. MINAS,IFCO,6424,49.0,3
2023-01-06,sexta-feira,4,TREB. MINAS,IFCO,NAO_INFORMADO,8.0,2
2023-01-07,sábado,5,F. TAQUARIVAI,HB,623,690.0,2
2023-01-07,sábado,5,F. TAQUARIVAI,IFCO,6416,898.0,4
2023-01-07,sábado,5,PH SUL (PF),IFCO,6424,640.0,1
2023-01-07,sábado,5,PH UBAJARA,IFCO,6416,17.0,1
2023-01-07,sábado,5,TREB. MINAS,HB,NAO_INFORMADO,534.0,8
2023-01-07,sábado,5,TREB. MINAS,IFCO,6416,2019.0,95
2023-01-07,sábado,5,TREB. MINAS,IFCO,6424,395.0,11
2023-01-09,segunda-feira,0,F. TAQUARIVAI,HB,623,690.0,1
2023-01-09,segunda-feira,0,F. TAQUARIVAI,IFCO,6416,606.0,5
2023-01-09,segunda-feira,0,PH UBAJARA,IFCO,6416,492.0,29
2023-01-09,segunda-feira,0,PH UBAJARA,IFCO,6424,444.0,14
2023-01-09,segunda-feira,0,TREB. MINAS,HB,NAO_INFORMADO,85.0,1
2023-01-09,segunda-feira,0,TREB. MINAS,IFCO,6416,733.0,49
2023-01-09,segunda-feira,0,TREB. MINAS,IFCO,6424,80.0,30
2023-01-09,segunda-feira,0,TREB. MINAS,IFCO,NAO_INFORMADO,15.0,1
2023-01-10,terça-feira,1,F. TAQUARIVAI,IFCO,6416,665.0,5
2023-01-10,terça-feira,1,F. TAQUARIVAI,IFCO,6424,400.0,1
2023-01-10,terça-feira,1,PH SUL (PF),HB,623,360.0,1
2023-01-10,terça-feira,1,PH UBAJARA,IFCO,6416,957.0,62
2023-01-10,terça-feira,1,PH UBAJARA,IFCO,6424,258.0,14
2023-01-10,terça-feira,1,PH UBAJARA,IFCO,NAO_INFORMADO,29.0,1
2023-01-10,terça-feira,1,TREB. MINAS,IFCO,6416,534.0,25
2023-01-10,terça-feira,1,TREB. MINAS,IFCO,6424,1.0,1
2023-01-10,terça-feira,1,TREB. MINAS,IFCO,NAO_INFORMADO,10.0,1
2023-01-11,quarta-feira,2,F. TAQUARIVAI,HB,623,690.0,1
2023-01-11,quarta-feira,2,F. TAQUARIVAI,IFCO,6416,561.0,5
2023-01-11,quarta-feira,2,PH CORUMBA (PF),IFCO,6424,48.0,27
2023-01-11,quarta-feira,2,PH UBAJARA,IFCO,6416,1516.0,92
2023-01-11,quarta-feira,2,PH UBAJARA,IFCO,6424,286.0,10
2023-01-11,quarta-feira,2,TREB. MINAS,IFCO,6416,1005.0,96
2023-01-11,quarta-feira,2,TREB. MINAS,IFCO,6424,420.0,31
2023-01-11,quarta-feira,2,TREB. MINAS,IFCO,NAO_INFORMADO,14.0,1
2023-01-12,quinta-feira,3,PH CORUMBA (PF),IFCO,6416,22.0,3
2023-01-12,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,37.0,5
2023-01-12,quinta-feira,3,PH SUL (PF),IFCO,6424,640.0,1
2023-01-12,quinta-feira,3,PH UBAJARA,IFCO,6416,123.0,33
2023-01-12,quinta-feira,3,PH UBAJARA,IFCO,6424,31.0,11
2023-01-12,quinta-feira,3,TREB. MINAS,HB,NAO_INFORMADO,452.0,24
2023-01-12,quinta-feira,3,TREB. MINAS,IFCO,6416,363.0,17
2023-01-12,quinta-feira,3,TREB. MINAS,IFCO,6424,1.0,1
2023-01-12,quinta-feira,3,TREB. MINAS,IFCO,NAO_INFORMADO,14.0,1
2023-01-13,sexta-feira,4,F. TAQUARIVAI,IFCO,6416,727.0,4
2023-01-13,sexta-feira,4,TREB. MINAS,IFCO,6416,566.0,33
2023-01-13,sexta-feira,4,TREB. MINAS,IFCO,6424,2.0,2
2023-01-13,sexta-feira,4,TREB. MINAS,IFCO,NAO_INFORMADO,13.0,2
2023-01-14,sábado,5,F. TAQUARIVAI,IFCO,6416,794.0,4
2023-01-14,sábado,5,PH SUL (PF),IFCO,6424,320.0,1
2023-01-14,sábado,5,TREB. MINAS,HB,NAO_INFORMADO,1200.0,43
2023-01-14,sábado,5,TREB. MINAS,IFCO,6416,887.0,62
2023-01-14,sábado,5,TREB. MINAS,IFCO,6424,835.0,12
2023-01-16,segunda-feira,0,F. TAQUARIVAI,IFCO,6416,650.0,5
2023-01-16,segunda-feira,0,PH SUL (PF),IFCO,6424,320.0,1
2023-01-16,segunda-feira,0,PH UBAJARA,IFCO,6416,693.0,21
2023-01-16,segunda-feira,0,PH UBAJARA,IFCO,6424,45.0,1
2023-01-16,segunda-feira,0,TREB. MINAS,IFCO,6416,1580.0,61
2023-01-16,segunda-feira,0,TREB. MINAS,IFCO,6424,66.0,23
2023-01-16,segunda-feira,0,TREB. MINAS,IFCO,NAO_INFORMADO,14.0,1
2023-01-17,terça-feira,1,F. TAQUARIVAI,IFCO,6416,642.0,6
2023-01-17,terça-feira,1,PH SUL (PF),HB,623,690.0,1
2023-01-17,terça-feira,1,PH SUL (PF),IFCO,6424,320.0,1
2023-01-17,terça-feira,1,PH UBAJARA,IFCO,6416,888.0,63
2023-01-17,terça-feira,1,PH UBAJARA,IFCO,6424,212.0,16
2023-01-17,terça-feira,1,PH UBAJARA,IFCO,NAO_INFORMADO,31.0,1
2023-01-17,terça-feira,1,TREB. MINAS,HB,623,450.0,1
2023-01-17,terça-feira,1,TREB. MINAS,HB,NAO_INFORMADO,270.0,1
2023-01-17,terça-feira,1,TREB. MINAS,IFCO,6416,478.0,27
2023-01-17,terça-feira,1,TREB. MINAS,IFCO,6424,32.0,7
2023-01-17,terça-feira,1,TREB. MINAS,IFCO,NAO_INFORMADO,9.0,1
2023-01-18,quarta-feira,2,F. TAQUARIVAI,IFCO,6416,507.0,6
2023-01-18,quarta-feira,2,PH CORUMBA (PF),IFCO,6424,78.0,26
2023-01-18,quarta-feira,2,PH SUL (PF),HB,623,690.0,2
2023-01-18,quarta-feira,2,PH SUL (PF),IFCO,6424,480.0,2
2023-01-18,quarta-feira,2,PH UBAJARA,IFCO,6416,819.0,86
2023-01-18,quarta-feira,2,PH UBAJARA,IFCO,6424,519.0,13
2023-01-18,quarta-feira,2,TREB. MINAS,HB,NAO_INFORMADO,288.0,20
2023-01-18,quarta-feira,2,TREB. MINAS,IFCO,6416,831.5333333333333,92
2023-01-18,quarta-feira,2,TREB. MINAS,IFCO,6424,68.0,22
2023-01-18,quarta-feira,2,TREB. MINAS,IFCO,NAO_INFORMADO,12.0,1
2023-01-19,quinta-feira,3,PH CORUMBA (PF),IFCO,6416,21.0,3
2023-01-19,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,48.0,4
2023-01-19,quinta-feira,3,PH SUL (PF),HB,623,640.0,2
2023-01-19,quinta-feira,3,PH SUL (PF),IFCO,6424,640.0,1
2023-01-19,quinta-feira,3,PH UBAJARA,IFCO,6416,327.0,36
2023-01-19,quinta-feira,3,PH UBAJARA,IFCO,6424,45.0,9
2023-01-19,quinta-feira,3,TREB. MINAS,IFCO,6416,360.0,18
2023-01-19,quinta-feira,3,TREB. MINAS,IFCO,6424,1.0,1
2023-01-19,quinta-feira,3,TREB. MINAS,IFCO,NAO_INFORMADO,11.0,1
2023-01-20,sexta-feira,4,PH SUL (PF),IFCO,6416,644.0,4
2023-01-20,sexta-feira,4,PH SUL (PF),IFCO,6424,640.0,3
2023-01-20,sexta-feira,4,TREB. MINAS,IFCO,6416,684.0,37
2023-01-20,sexta-feira,4,TREB. MINAS,IFCO,6424,6.0,4
2023-01-20,sexta-feira,4,TREB. MINAS,IFCO,NAO_INFORMADO,10.0,2
2023-01-21,sábado,5,PH SUL (PF),HB,623,1046.0,3
2023-01-21,sábado,5,PH SUL (PF),IFCO,6416,1076.0,5
2023-01-21,sábado,5,PH SUL (PF),IFCO,6424,1240.0,5
2023-01-21,sábado,5,TREB. MINAS,HB,NAO_INFORMADO,1259.0,61
2023-01-21,sábado,5,TREB. MINAS,IFCO,6416,1394.0,60
2023-01-21,sábado,5,TREB. MINAS,IFCO,6424,263.0,10
2023-01-21,sábado,5,TREB. MINAS,IFCO,NAO_INFORMADO,7.0,1
2023-01-23,segunda-feira,0,PH SUL (PF),HB,623,690.0,2
2023-01-23,segunda-feira,0,PH SUL (PF),IFCO,6416,178.0,8
2023-01-23,segunda-feira,0,PH SUL (PF),IFCO,6424,720.0,3
2023-01-23,segunda-feira,0,PH SUL (PF),IFCO,NAO_INFORMADO,15.0,1
2023-01-23,segunda-feira,0,PH UBAJARA,IFCO,6416,24.0,4
2023-01-23,segunda-feira,0,PH UBAJARA,IFCO,6424,68.0,4
2023-01-23,segunda-feira,0,TREB. MINAS,IFCO,6416,1664.0,57
2023-01-23,segunda-feira,0,TREB. MINAS,IFCO,6424,169.0,40
2023-01-24,terça-feira,1,PH CORUMBA (PF),IFCO,6416,100.0,1
2023-01-24,terça-feira,1,PH SUL (PF),HB,623,1147.0,3
2023-01-24,terça-feira,1,PH SUL (PF),IFCO,6416,97.0,8
2023-01-24,terça-feira,1,PH SUL (PF),IFCO,6424,1920.0,8
2023-01-24,terça-feira,1,PH SUL (PF),IFCO,NAO_INFORMADO,7.0,1
2023-01-24,terça-feira,1,PH UBAJARA,IFCO,6416,1079.0666666666666,70
2023-01-24,terça-feira,1,PH UBAJARA,IFCO,6424,374.3,18
2023-01-24,terça-feira,1,PH UBAJARA,IFCO,NAO_INFORMADO,41.0,1
2023-01-24,terça-feira,1,TREB. CEAGESP,IFCO,6416,30.0,1
2023-01-24,terça-feira,1,TREB. MINAS,HB,NAO_INFORMADO,634.0,10
2023-01-24,terça-feira,1,TREB. MINAS,IFCO,6416,638.0,16
2023-01-24,terça-feira,1,TREB. MINAS,IFCO,6424,2.0,1
2023-01-25,quarta-feira,2,PH CORUMBA (PF),IFCO,6416,5.0,1
2023-01-25,quarta-feira,2,PH CORUMBA (PF),IFCO,6424,67.0,29
2023-01-25,quarta-feira,2,PH SUL (PF),HB,623,1545.0,3
2023-01-25,quarta-feira,2,PH SUL (PF),IFCO,6416,648.0,14
2023-01-25,quarta-feira,2,PH SUL (PF),IFCO,6424,2200.0,4
2023-01-25,quarta-feira,2,PH SUL (PF),IFCO,NAO_INFORMADO,2.0,1
2023-01-25,quarta-feira,2,PH UBAJARA,IFCO,6416,1001.0,82
2023-01-25,quarta-feira,2,PH UBAJARA,IFCO,6424,604.0,23
2023-01-25,quarta-feira,2,TREB. MINAS,HB,NAO_INFORMADO,423.0,23
2023-01-25,quarta-feira,2,TREB. MINAS,IFCO,6416,778.0333333333333,105
2023-01-25,quarta-feira,2,TREB. MINAS,IFCO,6424,173.0,21
2023-01-26,quinta-feira,3,PH CORUMBA (PF),IFCO,6416,12.0,2
2023-01-26,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,1.0,1
2023-01-26,quinta-feira,3,PH SUL (PF),HB,623,690.0,2
2023-01-26,quinta-feira,3,PH SUL (PF),IFCO,6416,188.0,8
2023-01-26,quinta-feira,3,PH SUL (PF),IFCO,6424,3760.0,7
2023-01-26,quinta-feira,3,PH SUL (PF),IFCO,NAO_INFORMADO,5.0,1
2023-01-26,quinta-feira,3,PH UBAJARA,IFCO,6416,243.0,48
2023-01-26,quinta-feira,3,PH UBAJARA,IFCO,6424,28.0,11
2023-01-26,quinta-feira,3,TREB. MINAS,IFCO,6416,538.0,15
2023-01-26,quinta-feira,3,TREB. MINAS,IFCO,6424,3.0,1
2023-01-27,sexta-feira,4,PH SUL (PF),HB,623,1050.0,3
2023-01-27,sexta-feira,4,PH SUL (PF),IFCO,6416,930.0,20
2023-01-27,sexta-feira,4,PH SUL (PF),IFCO,6424,4480.0,7
2023-01-27,sexta-feira,4,PH SUL (PF),IFCO,NAO_INFORMADO,4.0,2
2023-01-27,sexta-feira,4,PH UBAJARA,IFCO,6416,412.0,23
2023-01-27,sexta-feira,4,PH UBAJARA,IFCO,6424,282.0,17
2023-01-27,sexta-feira,4,TREB. MINAS,IFCO,6416,1363.8,63
2023-01-27,sexta-feira,4,TREB. MINAS,IFCO,6424,356.85,15
2023-01-28,sábado,5,F. TAQUARIVAI,HB,623,318.0,1
2023-01-28,sábado,5,PH SUL (PF),HB,623,1380.0,2
2023-01-28,sábado,5,PH SUL (PF),IFCO,6416,1107.0,21
2023-01-28,sábado,5,PH SUL (PF),IFCO,6424,4010.0,7
2023-01-28,sábado,5,PH SUL (PF),IFCO,NAO_INFORMADO,3.0,1
2023-01-28,sábado,5,TREB. MINAS,IFCO,6416,1084.0,55
2023-01-28,sábado,5,TREB. MINAS,IFCO,6424,103.0,11
2023-01-29,domingo,6,PH SUL (PF),IFCO,6416,99.0,9
2023-01-29,domingo,6,TREB. MINAS,IFCO,6416,30.0,1
2023-01-30,segunda-feira,0,PH SUL (PF),HB,623,1380.0,2
2023-01-30,segunda-feira,0,PH SUL (PF),IFCO,6416,1038.0,15
2023-01-30,segunda-feira,0,PH SUL (PF),IFCO,6424,2520.0,6
2023-01-30,segunda-feira,0,PH SUL (PF),IFCO,NAO_INFORMADO,2.0,1
2023-01-30,segunda-feira,0,PH UBAJARA,IFCO,6416,16.0,1
2023-01-30,segunda-feira,0,TREB. MINAS,IFCO,6416,682.0,42
2023-01-30,segunda-feira,0,TREB. MINAS,IFCO,6424,274.0,34
2023-01-31,terça-feira,1,PH SUL (PF),HB,623,690.0,2
2023-01-31,terça-feira,1,PH SUL (PF),IFCO,6416,932.0,14
2023-01-31,terça-feira,1,PH SUL (PF),IFCO,6424,160.0,1
2023-01-31,terça-feira,1,PH SUL (PF),IFCO,NAO_INFORMADO,2.0,1
2023-01-31,terça-feira,1,PH UBAJARA,IFCO,6416,1741.0,139
2023-01-31,terça-feira,1,PH UBAJARA,IFCO,6424,482.0,27
2023-01-31,terça-feira,1,PH UBAJARA,IFCO,NAO_INFORMADO,47.0,1
2023-01-31,terça-feira,1,TREB. MINAS,IFCO,6416,298.0,10
2023-01-31,terça-feira,1,TREB. MINAS,IFCO,6424,2.0,1
2023-02-01,quarta-feira,2,F. TAQUARIVAI,HB,623,680.0,2
2023-02-01,quarta-feira,2,PH CORUMBA (PF),IFCO,6416,16.0,5
2023-02-01,quarta-feira,2,PH CORUMBA (PF),IFCO,6424,75.0,31
2023-02-01,quarta-feira,2,PH SUL (PF),HB,623,2220.0,8
2023-02-01,quarta-feira,2,PH SUL (PF),IFCO,6416,819.0,13
2023-02-01,quarta-feira,2,PH SUL (PF),IFCO,6424,280.0,1
2023-02-01,quarta-feira,2,PH SUL (PF),IFCO,NAO_INFORMADO,6.0,1
2023-02-01,quarta-feira,2,PH UBAJARA,IFCO,6416,831.0,69
2023-02-01,quarta-feira,2,PH UBAJARA,IFCO,6424,178.0,12
2023-02-01,quarta-feira,2,TREB. MINAS,HB,NAO_INFORMADO,976.0,57
2023-02-01,quarta-feira,2,TREB. MINAS,IFCO,6416,1191.0,94
2023-02-01,quarta-feira,2,TREB. MINAS,IFCO,6424,134.0,31
2023-02-02,quinta-feira,3,PH SUL (PF),HB,623,450.0,2
2023-02-02,quinta-feira,3,PH SUL (PF),IFCO,6416,178.0,9
2023-02-02,quinta-feira,3,PH SUL (PF),IFCO,6424,3112.0,7
2023-02-02,quinta-feira,3,PH SUL (PF),IFCO,NAO_INFORMADO,10.0,1
2023-02-02,quinta-feira,3,PH UBAJARA,IFCO,6416,29.0,5
2023-02-02,quinta-feira,3,TREB. MINAS,IFCO,6416,298.0,10
2023-02-02,quinta-feira,3,TREB. MINAS,IFCO,6424,3.0,1
2023-02-03,sexta-feira,4,PH SUL (PF),HB,623,1470.0,4
2023-02-03,sexta-feira,4,PH SUL (PF),HB,NAO_INFORMADO,159.777777777778,1
2023-02-03,sexta-feira,4,PH SUL (PF),IFCO,6416,1024.0,20
2023-02-03,sexta-feira,4,PH SUL (PF),IFCO,6424,960.0,2
2023-02-03,sexta-feira,4,PH SUL (PF),IFCO,NAO_INFORMADO,4.0,2
2023-02-03,sexta-feira,4,PH UBAJARA,IFCO,6416,2.0,1
2023-02-03,sexta-feira,4,TREB. MINAS,IFCO,6416,633.0,31
2023-02-03,sexta-feira,4,TREB. MINAS,IFCO,6424,64.0,3
2023-02-04,sábado,5,PH SUL (PF),HB,623,1660.0,5
2023-02-04,sábado,5,PH SUL (PF),IFCO,6416,1132.0,21
2023-02-04,sábado,5,PH SUL (PF),IFCO,6424,1896.0,5
2023-02-04,sábado,5,TREB. MINAS,HB,NAO_INFORMADO,68.0,7
2023-02-04,sábado,5,TREB. MINAS,IFCO,6416,1120.3333333333333,52
2023-02-04,sábado,5,TREB. MINAS,IFCO,6424,265.0,8
2023-02-06,segunda-feira,0,F. TAQUARIVAI,IFCO,6424,640.0,1
2023-02-06,segunda-feira,0,PH SUL (PF),HB,623,1310.0,3
2023-02-06,segunda-feira,0,PH SUL (PF),IFCO,6416,813.0,14
2023-02-06,segunda-feira,0,PH SUL (PF),IFCO,6424,2000.0,4
2023-02-06,segunda-feira,0,PH SUL (PF),IFCO,NAO_INFORMADO,6.0,1
2023-02-06,segunda-feira,0,PH UBAJARA,IFCO,6416,575.0,89
2023-02-06,segunda-feira,0,PH UBAJARA,IFCO,6424,77.0,19
2023-02-06,segunda-feira,0,TREB. CEAGESP,HB,623,30.0,2
2023-02-06,segunda-feira,0,TREB. MINAS,IFCO,6416,345.0,30
2023-02-06,segunda-feira,0,TREB. MINAS,IFCO,6424,429.0,30
2023-02-07,terça-feira,1,PH SUL (PF),HB,623,1340.0,3
2023-02-07,terça-feira,1,PH SUL (PF),IFCO,6416,873.0,14
2023-02-07,terça-feira,1,PH SUL (PF),IFCO,6424,3272.0,12
2023-02-07,terça-feira,1,PH SUL (PF),IFCO,NAO_INFORMADO,2.0,1
2023-02-07,terça-feira,1,PH UBAJARA,IFCO,6416,1025.0,57
2023-02-07,terça-feira,1,PH UBAJARA,IFCO,6424,118.0,12
2023-02-07,terça-feira,1,PH UBAJARA,IFCO,NAO_INFORMADO,41.0,1
2023-02-07,terça-feira,1,TREB. MINAS,HB,NAO_INFORMADO,229.0,8
2023-02-07,terça-feira,1,TREB. MINAS,IFCO,6416,253.0,9
2023-02-07,terça-feira,1,TREB. MINAS,IFCO,6424,1.0,1
2023-02-08,quarta-feira,2,PH SUL (PF),IFCO,6416,501.0,11
2023-02-08,quarta-feira,2,PH SUL (PF),IFCO,6424,1280.0,3
2023-02-08,quarta-feira,2,PH SUL (PF),IFCO,NAO_INFORMADO,4.0,1
2023-02-08,quarta-feira,2,PH UBAJARA,IFCO,6416,559.0,60
2023-02-08,quarta-feira,2,PH UBAJARA,IFCO,6424,21.0,6
2023-02-08,quarta-feira,2,TREB. MINAS,HB,NAO_INFORMADO,559.0,40
2023-02-08,quarta-feira,2,TREB. MINAS,IFCO,6416,582.0,73
2023-02-08,quarta-feira,2,TREB. MINAS,IFCO,6424,149.0,31
2023-02-09,quinta-feira,3,F. TAQUARIVAI,HB,623,670.0,1
2023-02-09,quinta-feira,3,PH CORUMBA (PF),IFCO,6416,39.0,11
2023-02-09,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,106.0,32
2023-02-09,quinta-feira,3,PH SUL (PF),HB,623,2160.0,4
2023-02-09,quinta-feira,3,PH SUL (PF),IFCO,6416,248.0,9
2023-02-09,quinta-feira,3,PH SUL (PF),IFCO,6424,1516.0,3
2023-02-09,quinta-feira,3,PH SUL (PF),IFCO,NAO_INFORMADO,3.0,1
2023-02-09,quinta-feira,3,PH UBAJARA,IFCO,6416,1398.0,75
2023-02-09,quinta-feira,3,PH UBAJARA,IFCO,6424,96.0,12
2023-02-09,quinta-feira,3,TREB. MINAS,HB,NAO_INFORMADO,120.0,8
2023-02-09,quinta-feira,3,TREB. MINAS,IFCO,6416,1061.0,35
2023-02-09,quinta-feira,3,TREB. MINAS,IFCO,6424,2.0,1
2023-02-10,sexta-feira,4,PH SUL (PF),HB,623,670.0,1
2023-02-10,sexta-feira,4,PH SUL (PF),IFCO,6416,1117.0,19
2023-02-10,sexta-feira,4,PH SUL (PF),IFCO,6424,880.0,3
2023-02-10,sexta-feira,4,PH SUL (PF),IFCO,NAO_INFORMADO,4.0,2
2023-02-10,sexta-feira,4,TREB. MINAS,IFCO,6416,334.54347826086956,26
2023-02-10,sexta-feira,4,TREB. MINAS,IFCO,6424,2.0,2
2023-02-11,sábado,5,F. TAQUARIVAI,HB,623,670.0,2
2023-02-11,sábado,5,F. TAQUARIVAI,IFCO,6424,640.0,1
2023-02-11,sábado,5,PH SUL (PF),IFCO,6416,1013.0,12
2023-02-11,sábado,5,PH SUL (PF),IFCO,6424,1120.0,2
2023-02-11,sábado,5,PH SUL (PF),IFCO,NAO_INFORMADO,2.0,1
2023-02-11,sábado,5,TREB. MINAS,IFCO,6416,869.0,51
2023-02-11,sábado,5,TREB. MINAS,IFCO,6424,106.0,9
2023-02-13,segunda-feira,0,PH SUL (PF),HB,623,670.0,1
2023-02-13,segunda-feira,0,PH SUL (PF),IFCO,6416,900.0,14
2023-02-13,segunda-feira,0,PH SUL (PF),IFCO,6424,1240.0,2
2023-02-13,segunda-feira,0,PH SUL (PF),IFCO,NAO_INFORMADO,6.0,1
2023-02-13,segunda-feira,0,PH UBAJARA,IFCO,6416,177.0,33
2023-02-13,segunda-feira,0,PH UBAJARA,IFCO,6424,44.0,4
2023-02-13,segunda-feira,0,TREB. MINAS,IFCO,6416,380.0,39
2023-02-13,segunda-feira,0,TREB. MINAS,IFCO,6424,88.90625,28
2023-02-14,terça-feira,1,F. TAQUARIVAI,IFCO,6424,640.0,2
2023-02-14,terça-feira,1,PH SUL (PF),HB,623,670.0,2
2023-02-14,terça-feira,1,PH SUL (PF),IFCO,6416,883.0,14
2023-02-14,terça-feira,1,PH SUL (PF),IFCO,6424,1920.0,4
2023-02-14,terça-feira,1,PH SUL (PF),IFCO,NAO_INFORMADO,5.0,1
2023-02-14,terça-feira,1,PH UBAJARA,IFCO,6416,1082.0,70
2023-02-14,terça-feira,1,PH UBAJARA,IFCO,6424,212.0,18
2023-02-14,terça-feira,1,PH UBAJARA,IFCO,NAO_INFORMADO,46.0,1
2023-02-14,terça-feira,1,TREB. MINAS,HB,NAO_INFORMADO,312.0,31
2023-02-14,terça-feira,1,TREB. MINAS,IFCO,6416,275.0,9
2023-02-14,terça-feira,1,TREB. MINAS,IFCO,6424,1.0,1
2023-02-15,quarta-feira,2,F. TAQUARIVAI,IFCO,6424,80.0,1
2023-02-15,quarta-feira,2,PH CASCAVEL,IFCO,6424,1580.0,6
2023-02-15,quarta-feira,2,PH SUL (PF),HB,623,670.0,1
2023-02-15,quarta-feira,2,PH SUL (PF),IFCO,6416,774.0,15
2023-02-15,quarta-feira,2,PH SUL (PF),IFCO,6424,2100.0,3
2023-02-15,quarta-feira,2,PH SUL (PF),IFCO,NAO_INFORMADO,7.0,1
2023-02-15,quarta-feira,2,PH UBAJARA,IFCO,6416,663.0,73
2023-02-15,quarta-feira,2,PH UBAJARA,IFCO,6424,36.0,6
2023-02-15,quarta-feira,2,TREB. MINAS,HB,NAO_INFORMADO,700.0,23
2023-02-15,quarta-feira,2,TREB. MINAS,IFCO,6416,389.0,46
2023-02-15,quarta-feira,2,TREB. MINAS,IFCO,6424,59.0,25
2023-02-16,quinta-feira,3,F. TAQUARIVAI,HB,623,700.0,1
2023-02-16,quinta-feira,3,PH CORUMBA (PF),IFCO,6416,9.0,2
2023-02-16,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,66.0,30
2023-02-16,quinta-feira,3,PH SUL (PF),HB,623,300.0,2
2023-02-16,quinta-feira,3,PH SUL (PF),IFCO,6416,442.0,20
2023-02-16,quinta-feira,3,PH SUL (PF),IFCO,6424,1120.0,3
2023-02-16,quinta-feira,3,PH SUL (PF),IFCO,NAO_INFORMADO,4.0,1
2023-02-16,quinta-feira,3,PH UBAJARA,IFCO,6416,835.0,36
2023-02-16,quinta-feira,3,PH UBAJARA,IFCO,6424,64.0,10
2023-02-16,quinta-feira,3,TREB. MINAS,HB,NAO_INFORMADO,200.0,1
2023-02-16,quinta-feira,3,TREB. MINAS,IFCO,6416,342.0,17
2023-02-16,quinta-feira,3,TREB. MINAS,IFCO,6424,141.0,11
2023-02-17,sexta-feira,4,PH SUL (PF),HB,623,1270.0,3
2023-02-17,sexta-feira,4,PH SUL (PF),IFCO,6416,1039.0,22
2023-02-17,sexta-feira,4,PH SUL (PF),IFCO,6424,1996.0,4
2023-02-17,sexta-feira,4,PH SUL (PF),IFCO,NAO_INFORMADO,2.0,2
