data,dia_semana,numero_dia_semana,origem,familia_caixa,modelo_caixa,quantidade_caixas,registros_origem
2026-09-04,sexta-feira,4,TREB. MINAS,HB,618,390.0,5
2026-09-04,sexta-feira,4,TREB. MINAS,HB,623,940.0,5
2026-09-04,sexta-feira,4,TREB. MINAS,IFCO,6424,5.0,1
2026-09-05,sábado,5,AGROINDUSTRIA TREBESCHI,HB,618,94.0,7
2026-09-05,sábado,5,AGROINDUSTRIA TREBESCHI,HB,623,8.0,1
2026-09-05,sábado,5,AGROINDUSTRIA TREBESCHI,IFCO,6416,7.0,3
2026-09-05,sábado,5,AGROINDUSTRIA TREBESCHI,IFCO,6424,20.0,1
2026-09-05,sábado,5,F. BICAME,IFCO,6424,586.0,3
2026-09-05,sábado,5,PH CORUMBA (PF),IFCO,6424,397.0,1
2026-09-05,sábado,5,PH UBAJARA,HB,618,334.0,39
2026-09-05,sábado,5,PH UBAJARA,HB,623,82.0,6
2026-09-05,sábado,5,PH UBAJARA,IFCO,6424,177.0,47
2026-09-05,sábado,5,TREB. MINAS,HB,618,982.0,23
2026-09-05,sábado,5,TREB. MINAS,HB,623,480.0,7
2026-09-05,sábado,5,TREB. MINAS,IFCO,6416,127.0,22
2026-09-07,segunda-feira,0,TREB. MINAS,HB,618,495.0,7
2026-09-07,segunda-feira,0,TREB. MINAS,HB,623,190.0,3
2026-09-07,segunda-feira,0,TREB. MINAS,IFCO,6416,474.0,6
2026-09-08,terça-feira,1,AGROINDUSTRIA TREBESCHI,HB,618,94.0,4
2026-09-08,terça-feira,1,PH CORUMBA (PF),HB,623,630.0,1
2026-09-08,terça-feira,1,PH UBAJARA,IFCO,6416,279.0,41
2026-09-08,terça-feira,1,PH UBAJARA,IFCO,6424,229.0,20
2026-09-08,terça-feira,1,TREB. CEARA,IFCO,6416,11.0,1
2026-09-08,terça-feira,1,TREB. MINAS,HB,618,474.0,9
2026-09-08,terça-feira,1,TREB. MINAS,HB,623,1950.0,18
2026-09-08,terça-feira,1,TREB. MINAS,IFCO,6416,680.0,6
2026-09-09,quarta-feira,2,AGROINDUSTRIA TREBESCHI,IFCO,6416,5.0,1
2026-09-09,quarta-feira,2,AGROINDUSTRIA TREBESCHI,IFCO,6424,34.0,3
2026-09-09,quarta-feira,2,F. BICAME,IFCO,6424,440.0,1
2026-09-09,quarta-feira,2,PH CORUMBA (PF),IFCO,6424,1170.0,5
2026-09-09,quarta-feira,2,PH UBAJARA,HB,618,165.0,10
2026-09-09,quarta-feira,2,PH UBAJARA,HB,623,35.0,5
2026-09-09,quarta-feira,2,PH UBAJARA,IFCO,6416,6.0,4
2026-09-09,quarta-feira,2,PH UBAJARA,IFCO,6424,200.0,32
2026-09-09,quarta-feira,2,TREB. MINAS,HB,618,551.0,19
2026-09-09,quarta-feira,2,TREB. MINAS,HB,623,190.0,4
2026-09-09,quarta-feira,2,TREB. MINAS,IFCO,6416,1567.0,28
2026-09-09,quarta-feira,2,TREB. MINAS,IFCO,6424,263.0,7
2026-09-10,quinta-feira,3,AGROINDUSTRIA TREBESCHI,HB,618,67.0,4
2026-09-10,quinta-feira,3,PH CORUMBA (PF),HB,623,1950.0,2
2026-09-10,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,900.0,1
2026-09-10,quinta-feira,3,PH UBAJARA,HB,618,117.0,18
2026-09-10,quinta-feira,3,PH UBAJARA,HB,623,46.0,2
2026-09-10,quinta-feira,3,PH UBAJARA,IFCO,6416,352.0,45
2026-09-10,quinta-feira,3,PH UBAJARA,IFCO,6420,8.0,1
2026-09-10,quinta-feira,3,PH UBAJARA,IFCO,6424,107.0,10
2026-09-10,quinta-feira,3,TREB. CEARA,IFCO,6416,30.0,2
2026-09-10,quinta-feira,3,TREB. MINAS,HB,618,639.0,14
2026-09-10,quinta-feira,3,TREB. MINAS,HB,623,77211.0,15
2026-09-10,quinta-feira,3,TREB. MINAS,HB,NAO_INFORMADO,40.0,4
2026-09-10,quinta-feira,3,TREB. MINAS,IFCO,6424,596.0,2
2026-09-11,sexta-feira,4,AGROINDUSTRIA TREBESCHI,HB,618,52.0,3
2026-09-11,sexta-feira,4,AGROINDUSTRIA TREBESCHI,IFCO,6416,80.0,2
2026-09-11,sexta-feira,4,AGROINDUSTRIA TREBESCHI,IFCO,6424,160.0,1
2026-09-11,sexta-feira,4,PH CORUMBA (PF),IFCO,6424,915.0,5
2026-09-11,sexta-feira,4,TREB. MINAS,HB,618,210.0,5
2026-09-11,sexta-feira,4,TREB. MINAS,HB,623,830.0,5
2026-09-11,sexta-feira,4,TREB. MINAS,IFCO,6416,828.0,5
2026-09-11,sexta-feira,4,TREB. MINAS,IFCO,6424,40.0,1
2026-09-12,sábado,5,AGROINDUSTRIA TREBESCHI,HB,618,130.0,7
2026-09-12,sábado,5,AGROINDUSTRIA TREBESCHI,IFCO,6424,20.0,1
2026-09-12,sábado,5,F. BICAME,IFCO,6424,453.0,3
2026-09-12,sábado,5,PH CORUMBA (PF),HB,623,640.0,1
2026-09-12,sábado,5,PH CORUMBA (PF),IFCO,6424,900.0,1
2026-09-12,sábado,5,PH UBAJARA,HB,618,413.0,36
2026-09-12,sábado,5,PH UBAJARA,HB,623,63.0,7
2026-09-12,sábado,5,PH UBAJARA,IFCO,6416,116.0,41
2026-09-12,sábado,5,PH UBAJARA,IFCO,6424,256.0,35
2026-09-12,sábado,5,TREB. MINAS,HB,618,775.0,20
2026-09-12,sábado,5,TREB. MINAS,HB,623,1325.0,9
2026-09-12,sábado,5,TREB. MINAS,IFCO,6416,724.0,23
2026-09-12,sábado,5,TREB. MINAS,IFCO,6424,80.0,1
2026-09-14,segunda-feira,0,F. BICAME,IFCO,6424,680.0,3
2026-09-14,segunda-feira,0,PH CORUMBA (PF),HB,623,630.0,1
2026-09-14,segunda-feira,0,PH CORUMBA (PF),IFCO,6424,850.0,4
2026-09-14,segunda-feira,0,PH UBAJARA,IFCO,6416,40.0,4
2026-09-14,segunda-feira,0,PH UBAJARA,IFCO,6424,513.0,46
2026-09-14,segunda-feira,0,TREB. MINAS,HB,618,405.0,7
2026-09-14,segunda-feira,0,TREB. MINAS,HB,623,860.0,4
2026-09-14,segunda-feira,0,TREB. MINAS,IFCO,6416,494.0,5
2026-09-14,segunda-feira,0,TREB. MINAS,IFCO,6424,240.0,1
2026-09-15,terça-feira,1,AGROINDUSTRIA TREBESCHI,HB,618,45.0,3
2026-09-15,terça-feira,1,AGROINDUSTRIA TREBESCHI,HB,623,22.0,3
2026-09-15,terça-feira,1,PH UBAJARA,HB,618,127.0,11
2026-09-15,terça-feira,1,PH UBAJARA,HB,623,43.0,6
2026-09-15,terça-feira,1,PH UBAJARA,IFCO,6416,24.0,5
2026-09-15,terça-feira,1,PH UBAJARA,IFCO,6424,113.0,26
2026-09-15,terça-feira,1,TREB. CEARA,HB,618,20.0,2
2026-09-15,terça-feira,1,TREB. CEARA,IFCO,6424,3.0,1
2026-09-15,terça-feira,1,TREB. MINAS,HB,618,569.0,34
2026-09-15,terça-feira,1,TREB. MINAS,HB,623,788.0,21
2026-09-15,terça-feira,1,TREB. MINAS,HB,NAO_INFORMADO,4.0,1
2026-09-15,terça-feira,1,TREB. MINAS,IFCO,6416,698.0,7
2026-09-15,terça-feira,1,TREB. MINAS,IFCO,6424,400.0,2
2026-09-16,quarta-feira,2,AGROINDUSTRIA TREBESCHI,HB,623,20.0,1
2026-09-16,quarta-feira,2,AGROINDUSTRIA TREBESCHI,IFCO,6416,4.0,1
2026-09-16,quarta-feira,2,AGROINDUSTRIA TREBESCHI,IFCO,6424,43.0,3
2026-09-16,quarta-feira,2,PH CORUMBA (PF),HB,623,1000.0,3
2026-09-16,quarta-feira,2,PH CORUMBA (PF),IFCO,6424,900.0,1
2026-09-16,quarta-feira,2,PH UBAJARA,HB,618,149.0,16
2026-09-16,quarta-feira,2,PH UBAJARA,HB,623,1.0,1
2026-09-16,quarta-feira,2,PH UBAJARA,IFCO,6424,70.0,1
2026-09-16,quarta-feira,2,TREB. CEARA,HB,618,5.0,2
2026-09-16,quarta-feira,2,TREB. MINAS,HB,618,228.0,6
2026-09-16,quarta-feira,2,TREB. MINAS,HB,623,870.0,4
2026-09-16,quarta-feira,2,TREB. MINAS,IFCO,6416,503.0,29
2026-09-16,quarta-feira,2,TREB. MINAS,IFCO,6424,2124.0,16
2026-09-17,quinta-feira,3,AGROINDUSTRIA TREBESCHI,HB,618,44.0,4
2026-09-17,quinta-feira,3,F. BICAME,IFCO,6424,417.0,2
2026-09-17,quinta-feira,3,PH CORUMBA (PF),HB,623,1320.0,3
2026-09-17,quinta-feira,3,PH CORUMBA (PF),IFCO,6424,1260.0,1
2026-09-17,quinta-feira,3,PH UBAJARA,IFCO,6416,536.0,47
2026-09-17,quinta-feira,3,PH UBAJARA,IFCO,6420,10.0,1
2026-09-17,quinta-feira,3,PH UBAJARA,IFCO,6424,341.0,13
2026-09-17,quinta-feira,3,TREB. CEARA,IFCO,6416,99.0,5
2026-09-17,quinta-feira,3,TREB. MINAS,HB,618,555.0,24
2026-09-17,quinta-feira,3,TREB. MINAS,HB,623,1238.0,12
