data,origem,familia_caixa,modelo_caixa,dia_semana,real,mediana_sazonal,media_movel_3,holt_winters,arima_111,sarima_111_100_6,metodo_mediana_sazonal,metodo_media_movel_3,metodo_holt_winters,metodo_arima_111,metodo_sarima_111_100_6
2026-09-03,PH ALHO/CEBOLA,IFCO,6424,quinta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-04,PH ALHO/CEBOLA,IFCO,6424,sexta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-05,PH ALHO/CEBOLA,IFCO,6424,sábado,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-07,PH ALHO/CEBOLA,IFCO,6424,segunda-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-08,PH ALHO/CEBOLA,IFCO,6424,terça-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-09,PH ALHO/CEBOLA,IFCO,6424,quarta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-10,PH ALHO/CEBOLA,IFCO,6424,quinta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-11,PH ALHO/CEBOLA,IFCO,6424,sexta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-12,PH ALHO/CEBOLA,IFCO,6424,sábado,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-14,PH ALHO/CEBOLA,IFCO,6424,segunda-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-15,PH ALHO/CEBOLA,IFCO,6424,terça-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-16,PH ALHO/CEBOLA,IFCO,6424,quarta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-09-17,PH ALHO/CEBOLA,IFCO,6424,quinta-feira,0.0,0.0,0.0,0.0,0.0,0.0,ajustado,ajustado,fallback_mediana,fallback_mediana,fallback_mediana
2026-08-28,PH CASCAVEL,HB,623,sexta-feira,0.0,0.0,0.0,40.83650824408886,2.284076762670672,1.799070796402856,ajustado,ajustado,ajustado,ajustado,ajustado
2026-08-29,PH CASCAVEL,HB,623,sábado,0.0,0.0,0.0,0.0,1.8804076227961917,1.4702990757298602,ajustado,ajustado,ajustado,ajustado,ajustado
2026-08-31,PH CASCAVEL,HB,623,segunda-feira,0.0,0.0,0.0,0.0,1.547936371869008,1.2015328200485242,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-01,PH CASCAVEL,HB,623,terça-feira,0.0,0.0,0.0,36.29838267888916,1.2735104351078492,0.9760503336133379,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-02,PH CASCAVEL,HB,623,quarta-feira,0.0,0.0,0.0,0.9526631226638834,1.046303378532925,0.7848665295522818,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-03,PH CASCAVEL,HB,623,quinta-feira,0.0,0.0,0.0,0.0,0.858446409181634,0.6257559136983987,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-04,PH CASCAVEL,HB,623,sexta-feira,0.0,0.0,0.0,34.54732270387991,0.7031702941791648,0.4921633833825386,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-05,PH CASCAVEL,HB,623,sábado,0.0,0.0,0.0,0.0,0.574562803980641,0.3800281111842589,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-07,PH CASCAVEL,HB,623,segunda-feira,0.0,0.0,0.0,0.0,0.4681743918262018,0.2862487933085381,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-08,PH CASCAVEL,HB,623,terça-feira,0.0,0.0,0.0,31.5734686557038,0.3800067810535075,0.20731397584427924,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-09,PH CASCAVEL,HB,623,quarta-feira,0.0,0.0,0.0,0.0,0.3070333142068396,0.1411759442251251,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-10,PH CASCAVEL,HB,623,quinta-feira,0.0,0.0,0.0,0.0,0.24654811079392747,0.08628354801118282,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-11,PH CASCAVEL,HB,623,sexta-feira,0.0,0.0,0.0,30.733210949198252,0.19639065084330504,0.039649729820230545,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-12,PH CASCAVEL,HB,623,sábado,0.0,0.0,0.0,0.0,0.15483845187746614,0.0,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-14,PH CASCAVEL,HB,623,segunda-feira,0.0,0.0,0.0,0.0,0.12051592280049972,0.0,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-15,PH CASCAVEL,HB,623,terça-feira,0.0,0.0,0.0,28.519434803853,0.09218540024601118,0.0,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-16,PH CASCAVEL,HB,623,quarta-feira,0.0,0.0,0.0,0.0,0.06871495065663091,0.0,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-17,PH CASCAVEL,HB,623,quinta-feira,0.0,0.0,0.0,0.0,0.049206531277285026,0.0,ajustado,ajustado,ajustado,ajustado,ajustado
2026-08-28,PH CASCAVEL,IFCO,6424,sexta-feira,0.0,0.0,23.333333333333332,124.15679037993883,67.67044363932948,64.93460213231322,ajustado,ajustado,ajustado,ajustado,ajustado
2026-08-29,PH CASCAVEL,IFCO,6424,sábado,220.0,235.0,0.0,227.10553572003926,57.06867470655579,57.794944509587836,ajustado,ajustado,ajustado,ajustado,ajustado
2026-08-31,PH CASCAVEL,IFCO,6424,segunda-feira,0.0,0.0,73.33333333333333,76.9062763552582,117.90746314395909,110.74148110826502,ajustado,ajustado,ajustado,ajustado,ajustado
2026-09-01,PH CASCAVEL,IFCO,6424,terça-feira,230.0,220.0,73.33333333333333,29.282466979488326,66.61950228487598,65.31268912023653,ajustado,ajustado,ajustado,ajustado,ajustado
